student_id,gender,attendance,study_hours,test1,test2,test3,parent_education_level
60745,male,71,2.9,42,37,37,postgraduate
60746,male,99,4.7,35,23,15,none
60747,male,53,1.3,78,74,74,none
60748,female,52,2.7,51,47,43,secondary
60749,female,98,2.2,52,60,59,postgraduate
60750,female,98,4.0,75,75,77,none
60751,female,77,2.4,50,50,47,secondary
60752,female,71,1.0,85,79,76,primary
60753,male,61,2.0,41,32,30,none
60754,male,98,3.3,82,80,76,none
60755,male,62,3.9,70,67,66,postgraduate
60756,female,90,1.7,83,82,81,graduate
60757,male,82,2.3,53,56,57,graduate
60758,female,96,2.6,66,90,100,none
60759,male,68,2.2,82,86,88,postgraduate
60760,female,90,2.2,83,79,77,primary
60761,male,66,3.0,40,35,29,postgraduate
60762,male,96,3.9,38,36,40,postgraduate
60763,male,83,2.7,57,54,50,primary
60764,male,53,2.6,91,88,90,secondary
60765,male,88,0.6,73,69,63,primary
60766,male,57,3.7,75,67,61,secondary
60767,male,82,3.4,42,36,42,none
60768,female,50,0.9,61,51,52,postgraduate
60769,male,54,2.1,56,52,53,graduate
60770,male,81,0.7,33,28,18,primary
60771,female,89,3.5,34,40,43,graduate
60772,male,50,1.8,77,75,72,graduate
60773,male,84,2.2,50,61,66,postgraduate
60774,female,71,1.5,56,60,65,postgraduate
60775,female,78,2.2,34,31,30,none
60776,male,66,0.5,52,49,46,secondary
60777,female,79,3.9,32,35,39,graduate
60778,female,84,4.0,55,53,59,none
60779,female,50,2.0,63,65,66,primary
60780,female,53,0.5,65,76,83,postgraduate
60781,male,58,1.6,56,49,50,graduate
60782,male,94,1.6,60,43,32,none
60783,male,81,2.4,63,62,62,none
60784,female,54,1.7,94,81,72,postgraduate
60785,male,63,1.3,75,62,60,secondary
60786,male,100,1.8,49,44,36,graduate
60787,female,75,2.4,77,74,72,secondary
60788,male,72,0.5,75,71,68,none
60789,female,95,3.5,55,51,44,none
60790,female,71,3.6,52,40,35,secondary
60791,male,76,3.2,64,58,58,primary
60792,male,74,3.1,32,33,33,none
60793,female,85,0.7,80,78,73,secondary
60794,female,53,1.9,80,81,80,primary
60795,female,81,2.1,56,67,73,none
60796,male,58,2.0,40,43,39,secondary
60797,female,51,2.9,55,63,59,secondary
60798,female,91,2.4,81,88,87,primary
60799,female,99,3.0,79,90,91,none
60800,male,88,5.1,56,50,51,secondary
60801,male,95,2.4,65,71,73,primary
60802,female,74,2.5,50,48,51,secondary
60803,male,96,2.9,81,77,76,primary
60804,female,59,1.4,94,91,94,primary
60805,female,86,4.0,74,84,97,primary
60806,male,74,4.3,58,69,70,primary
60807,female,89,1.7,72,72,74,graduate
60808,female,78,1.5,64,68,71,postgraduate
60809,female,86,1.3,70,65,69,graduate
60810,male,54,2.7,50,54,55,postgraduate
60811,male,63,3.3,66,55,52,primary
60812,female,82,1.9,80,76,76,primary
60813,female,76,3.2,90,84,86,postgraduate
60814,female,54,1.1,75,70,69,secondary
60815,male,100,3.0,85,86,89,postgraduate
60816,male,93,2.6,63,63,59,secondary
60817,male,64,0.5,86,85,83,postgraduate
60818,female,52,4.7,59,66,68,none
60819,female,50,1.4,59,60,54,secondary
60820,female,73,1.9,55,52,49,none
60821,male,61,2.3,84,84,86,postgraduate
60822,female,94,2.2,88,80,74,graduate
60823,male,63,1.9,30,34,32,postgraduate
60824,female,91,3.8,75,73,70,secondary
60825,male,69,1.6,80,78,80,graduate
60826,female,63,1.0,74,79,78,graduate
60827,male,63,3.1,84,76,73,postgraduate
60828,male,94,1.2,89,97,100,none
60829,female,84,0.7,79,78,84,secondary
60830,male,68,3.5,84,91,92,postgraduate
60831,female,69,2.3,51,49,48,primary
60832,female,91,2.5,82,89,88,postgraduate
60833,male,93,3.8,82,98,100,secondary
60834,male,72,2.6,35,29,34,primary
60835,female,83,3.7,62,61,60,secondary
60836,female,50,2.6,70,71,71,secondary
60837,female,53,3.4,40,42,41,primary
60838,male,89,1.1,62,66,70,primary
60839,female,66,3.3,76,76,79,graduate
60840,female,75,1.9,41,44,37,primary
60841,female,63,2.6,73,75,77,none
60842,male,95,2.6,86,96,94,primary
60843,female,100,3.7,45,42,39,postgraduate
60844,male,81,1.2,53,47,40,postgraduate
60845,female,85,1.9,91,91,86,postgraduate
60846,male,69,1.5,80,93,94,none
60847,male,65,1.1,39,33,35,primary
60848,male,100,4.8,80,72,63,secondary
60849,female,68,2.4,67,60,54,primary
60850,male,94,2.6,68,59,52,none
60851,male,88,1.2,69,64,55,secondary
60852,male,73,4.1,65,80,82,primary
60853,female,63,1.9,42,34,25,none
60854,female,78,2.2,78,82,88,graduate
60855,male,91,1.9,33,39,42,secondary
60856,male,63,4.2,79,77,85,secondary
60857,female,60,3.0,90,93,90,postgraduate
60858,female,60,3.1,93,92,97,primary
60859,male,96,0.9,59,53,52,secondary
60860,female,89,2.1,60,71,72,none
60861,female,73,3.9,30,43,49,primary
60862,male,71,2.1,90,85,87,postgraduate
60863,male,98,2.6,87,91,97,graduate
60864,female,70,1.2,59,56,58,none
60865,female,55,1.6,31,30,33,none
60866,male,63,3.4,36,29,30,primary
60867,female,58,2.0,94,91,92,none
60868,female,84,4.0,74,71,75,graduate
60869,male,93,2.6,64,68,71,secondary
60870,male,85,2.1,72,73,72,graduate
60871,female,74,1.4,72,70,68,primary
60872,female,64,3.0,66,66,63,none
60873,male,94,4.1,33,38,50,graduate
60874,female,77,2.6,69,72,75,secondary
60875,female,99,2.8,44,58,63,primary
60876,male,63,2.4,76,76,73,none
60877,female,62,3.0,77,72,70,postgraduate
60878,male,90,3.2,61,63,72,primary
60879,male,80,2.5,76,69,66,none
60880,male,54,1.3,84,81,83,postgraduate
60881,female,68,3.6,93,90,85,primary
60882,female,57,1.9,43,31,29,secondary
60883,male,62,3.7,70,73,73,secondary
60884,male,90,1.4,81,84,83,secondary
60885,male,66,4.0,40,27,17,graduate
60886,male,81,2.2,47,56,52,primary
60887,male,54,2.0,38,42,44,primary
60888,female,58,1.6,86,80,74,postgraduate
60889,female,92,2.7,72,65,59,secondary
60890,male,83,1.4,92,87,85,postgraduate
60891,male,94,3.7,81,80,79,primary
60892,female,50,1.9,76,75,76,none
60893,female,89,3.2,69,58,56,none
60894,male,64,1.0,67,73,75,primary
60895,male,81,4.3,57,59,54,secondary
60896,male,83,2.8,32,36,36,postgraduate
60897,male,84,2.9,84,84,89,graduate
60898,male,98,2.7,62,48,44,postgraduate
60899,female,99,4.1,37,42,45,primary
60900,female,77,3.2,54,56,58,graduate
60901,male,66,2.5,66,52,47,postgraduate
60902,female,95,2.7,52,37,27,none
60903,female,60,1.0,70,83,87,graduate
60904,female,72,3.8,88,89,92,primary
60905,male,75,1.9,69,79,87,none
60906,male,95,2.6,72,74,78,primary
60907,male,54,5.3,45,54,59,none
60908,female,75,0.5,51,54,49,primary
60909,male,55,3.4,66,76,80,primary
60910,female,100,2.5,63,64,60,none
60911,female,92,1.1,47,49,55,none
60912,female,83,2.2,43,32,23,secondary
60913,male,91,1.8,50,64,70,primary
60914,male,62,1.8,60,61,59,primary
60915,female,74,2.9,39,39,41,secondary
60916,female,51,2.0,46,26,16,none
60917,female,63,2.6,73,72,67,secondary
60918,male,66,2.6,49,57,59,primary
60919,female,90,1.3,64,70,72,postgraduate
60920,male,89,2.1,41,45,53,primary
60921,female,89,2.4,53,55,59,postgraduate
60922,female,88,2.7,68,77,80,secondary
60923,female,74,2.7,60,62,67,primary
60924,female,76,2.9,72,71,71,none
60925,male,97,2.7,51,61,59,secondary
60926,female,100,3.1,67,68,66,secondary
60927,male,73,2.3,41,37,37,none
60928,female,98,1.2,93,100,100,primary
60929,female,82,2.1,62,64,70,postgraduate
60930,female,76,2.0,53,54,57,graduate
60931,female,94,1.5,80,79,76,graduate
60932,female,80,2.1,70,75,86,primary
60933,female,97,1.9,47,36,25,postgraduate
60934,female,87,2.2,73,74,71,graduate
60935,male,64,1.8,74,59,53,postgraduate
60936,male,93,1.6,32,31,30,postgraduate
60937,female,89,1.2,82,82,79,primary
60938,male,50,3.0,59,46,38,none
60939,male,60,3.2,56,58,53,primary
60940,female,64,3.1,86,87,94,secondary
60941,female,82,3.9,56,55,47,secondary
60942,male,97,1.1,43,54,54,primary
60943,male,81,3.3,71,63,66,graduate
60944,male,74,2.7,45,45,45,postgraduate
60945,male,88,1.4,42,40,37,postgraduate
60946,male,82,2.5,74,70,73,postgraduate
60947,female,78,2.5,49,52,54,secondary
60948,male,83,2.5,72,75,81,secondary
60949,female,57,2.8,78,73,76,none
60950,female,60,2.0,73,65,62,graduate
60951,male,62,3.0,77,80,82,secondary
60952,female,54,2.5,59,66,67,secondary
60953,female,99,4.3,78,79,75,primary
60954,male,68,4.0,66,71,73,secondary
60955,male,70,2.2,67,58,58,postgraduate
60956,female,52,1.9,40,36,37,primary
60957,male,75,1.6,70,66,65,secondary
60958,female,82,1.9,39,33,25,primary
60959,female,79,1.5,69,62,60,none
60960,female,71,1.8,93,90,88,secondary
60961,female,54,0.5,79,96,93,primary
60962,male,68,3.1,45,37,35,primary
60963,female,58,0.5,62,58,51,postgraduate
60964,male,73,1.5,67,61,60,graduate
60965,male,88,2.3,92,74,64,postgraduate
60966,female,61,2.5,66,65,66,none
60967,male,95,3.9,59,63,63,secondary
60968,male,97,3.7,30,28,26,postgraduate
60969,female,94,3.5,70,56,52,postgraduate
60970,male,76,3.3,40,50,52,secondary
60971,female,99,2.0,88,93,93,graduate
60972,male,91,4.3,30,40,43,secondary
60973,male,70,2.7,67,60,60,graduate
60974,female,87,0.8,50,33,25,postgraduate
60975,female,84,0.5,31,35,35,graduate
60976,female,81,2.5,52,49,51,postgraduate
60977,male,85,2.2,47,40,38,graduate
60978,female,82,0.5,59,49,47,none
60979,female,92,3.4,62,68,75,none
60980,female,66,3.2,76,74,72,primary
60981,male,54,3.0,74,82,83,none
60982,male,93,1.8,62,80,82,secondary
60983,male,69,3.7,53,49,50,graduate
60984,female,72,3.5,42,43,49,graduate
60985,male,88,0.9,67,63,51,secondary
60986,male,53,2.9,52,58,64,secondary
60987,female,75,3.8,39,34,37,primary
60988,male,79,1.7,66,62,59,secondary
60989,male,97,2.9,42,37,40,secondary
60990,female,96,4.0,43,38,41,postgraduate
60991,male,95,3.2,78,79,81,secondary
60992,male,78,2.5,65,51,48,postgraduate
60993,female,83,3.0,42,39,41,postgraduate
60994,female,59,4.0,94,93,89,secondary
60995,male,69,2.1,81,80,76,none
60996,female,73,3.4,91,85,83,secondary
60997,female,83,3.2,80,85,82,postgraduate
60998,male,86,2.6,60,63,62,secondary
60999,male,62,1.7,88,90,89,primary
61000,female,72,2.0,81,84,87,secondary
61001,female,59,3.7,62,60,63,postgraduate
61002,male,71,3.6,81,81,82,graduate
61003,male,94,2.0,82,84,85,graduate
61004,female,63,2.3,84,72,66,primary
61005,male,74,2.0,60,66,71,graduate
61006,male,67,2.6,31,29,25,secondary
61007,male,69,1.9,61,60,57,postgraduate
61008,female,77,2.1,51,48,47,secondary
61009,male,57,4.0,52,58,54,graduate
61010,male,54,2.5,94,82,77,postgraduate
61011,male,70,0.7,67,62,60,none
61012,female,69,0.5,70,69,71,secondary
61013,female,93,3.3,74,79,85,none
61014,male,65,3.5,74,90,95,primary
61015,male,69,4.2,56,65,71,postgraduate
61016,male,100,3.0,88,95,98,postgraduate
61017,female,74,1.0,73,66,59,secondary
61018,female,56,1.3,79,77,75,primary
61019,male,74,3.8,37,46,55,none
61020,male,85,3.5,76,74,72,graduate
61021,female,100,2.1,64,59,64,graduate
61022,female,59,2.7,54,34,29,primary
61023,male,89,1.5,38,42,48,postgraduate
61024,female,65,1.4,78,63,60,primary
61025,female,53,1.1,70,67,73,secondary
61026,female,59,2.4,51,62,71,secondary
61027,male,100,2.4,81,72,67,primary
61028,male,97,2.2,93,91,96,postgraduate
61029,male,80,2.8,42,38,32,none
61030,female,61,1.5,53,59,57,primary
61031,female,69,3.0,67,63,63,none
61032,male,81,2.9,83,86,88,primary
61033,male,51,3.1,64,68,62,none
61034,male,60,2.7,92,92,92,none
61035,female,69,1.5,35,29,25,secondary
61036,female,72,2.3,43,37,31,graduate
61037,female,62,3.7,45,49,51,postgraduate
61038,male,84,2.9,94,93,93,postgraduate
61039,male,66,2.2,38,12,0,none
61040,female,59,3.1,39,44,42,postgraduate
61041,female,89,2.3,37,55,62,primary
61042,female,87,1.8,86,87,86,graduate
61043,male,63,1.6,89,79,78,primary
61044,male,68,2.3,73,83,88,postgraduate
61045,female,81,1.4,88,93,97,secondary
61046,male,82,0.5,73,61,64,postgraduate
61047,female,92,1.6,50,51,51,graduate
61048,female,74,2.9,40,29,29,secondary
61049,male,74,1.5,43,40,39,primary
61050,female,63,1.8,54,62,69,postgraduate
61051,female,94,0.5,41,32,34,none
61052,male,93,2.8,32,31,27,postgraduate
61053,male,87,3.1,89,86,87,postgraduate
61054,female,85,3.1,64,61,62,postgraduate
61055,male,73,2.7,77,83,84,postgraduate
61056,male,90,2.3,31,35,38,postgraduate
61057,male,88,2.6,65,67,67,graduate
61058,female,88,1.5,89,90,94,graduate
61059,female,62,4.1,82,89,94,primary
61060,female,51,4.0,69,61,57,postgraduate
61061,female,83,4.7,35,45,56,secondary
61062,female,64,2.6,77,73,70,secondary
61063,female,97,1.3,50,49,48,postgraduate
61064,male,51,2.7,49,53,53,secondary
61065,male,74,3.5,52,49,47,primary
61066,male,54,2.4,69,58,53,graduate
61067,male,83,2.8,64,65,64,primary
61068,female,88,1.3,70,72,73,none
61069,female,54,2.9,48,35,35,secondary
61070,male,92,3.4,86,81,79,none
61071,male,57,2.7,55,49,44,primary
61072,female,98,1.0,84,82,86,primary
61073,male,63,2.3,94,96,95,none
61074,male,78,2.6,69,64,69,secondary
61075,male,79,3.9,74,78,82,primary
61076,male,86,3.2,74,78,83,primary
61077,male,53,0.5,82,78,78,postgraduate
61078,female,84,4.3,66,72,78,none
61079,female,56,2.0,52,54,57,secondary
61080,male,75,2.6,58,63,62,primary
61081,female,81,1.4,58,50,50,secondary
61082,male,92,2.3,71,67,66,none
61083,male,82,3.1,57,57,61,primary
61084,female,73,2.9,50,49,53,graduate
61085,female,99,2.2,85,78,71,secondary
61086,female,50,4.4,66,65,63,primary
61087,male,78,2.4,94,100,100,secondary
61088,male,97,1.7,55,58,56,postgraduate
61089,female,94,2.4,49,45,45,graduate
61090,male,87,2.6,54,54,54,primary
61091,female,87,1.8,86,81,81,none
61092,male,70,3.6,62,67,61,secondary
61093,male,72,2.7,60,58,58,secondary
61094,female,95,2.9,57,53,48,none
61095,male,54,2.0,40,41,42,primary
61096,female,79,2.4,39,37,44,primary
61097,male,89,2.8,61,60,58,primary
61098,male,67,2.0,61,60,58,secondary
61099,male,55,2.7,61,60,58,graduate
61100,male,54,3.2,75,70,72,postgraduate
61101,male,91,1.8,78,78,77,graduate
61102,female,67,1.7,83,76,71,none
61103,male,62,0.8,62,59,56,none
61104,male,69,0.9,34,22,17,secondary
61105,female,87,1.9,85,79,80,secondary
61106,female,70,1.8,81,64,59,graduate
61107,male,53,2.8,70,77,77,none
61108,male,62,3.3,63,70,72,postgraduate
61109,male,67,0.9,49,45,44,graduate
61110,male,62,1.5,93,85,87,none
61111,male,62,1.1,49,34,24,graduate
61112,male,88,1.2,73,75,73,secondary
61113,female,86,2.1,82,76,71,secondary
61114,female,84,4.5,66,72,78,graduate
61115,male,87,3.0,66,71,76,secondary
61116,male,89,2.9,63,62,63,primary
61117,female,76,1.6,50,52,53,graduate
61118,male,75,3.8,59,59,56,postgraduate
61119,male,61,2.6,68,63,61,postgraduate
61120,male,51,0.5,64,49,43,secondary
61121,male,92,2.5,82,92,93,secondary
61122,female,69,2.9,35,37,37,graduate
61123,female,84,1.9,91,87,84,secondary
61124,male,59,2.2,49,45,42,primary
61125,male,57,3.0,44,37,37,secondary
61126,female,89,5.5,46,39,38,postgraduate
61127,female,95,1.3,76,73,67,none
61128,male,85,0.5,90,91,86,graduate
61129,male,80,1.9,72,80,83,primary
61130,female,64,1.3,82,85,82,postgraduate
61131,female,91,1.9,92,89,90,graduate
61132,female,67,2.5,92,87,85,secondary
61133,female,64,2.9,55,57,51,none
61134,male,68,1.1,52,57,64,none
61135,male,73,2.2,36,40,44,postgraduate
61136,female,84,3.3,72,81,82,graduate
61137,female,51,2.1,81,80,79,secondary
61138,male,62,2.0,40,42,45,none
61139,male,94,1.9,66,70,71,secondary
61140,male,58,3.1,88,90,91,secondary
61141,male,84,2.7,67,65,65,graduate
61142,male,51,3.1,38,43,39,postgraduate
61143,male,95,4.2,78,75,79,secondary
61144,male,65,0.6,56,51,53,postgraduate
61145,male,95,4.2,41,44,40,none
61146,female,85,1.8,54,48,49,none
61147,female,51,2.1,73,74,77,none
61148,male,65,2.1,62,65,65,graduate
61149,female,57,2.3,67,60,59,graduate
61150,female,50,4.0,50,52,52,postgraduate
61151,male,67,2.1,37,33,32,postgraduate
61152,female,90,3.2,88,88,90,secondary
61153,male,75,3.3,36,37,35,secondary
61154,male,93,2.3,87,98,100,primary
61155,male,54,2.7,90,83,77,secondary
61156,male,70,0.5,30,26,22,secondary
61157,male,84,1.4,65,67,75,postgraduate
61158,male,89,1.6,79,89,92,secondary
61159,male,77,1.9,37,43,45,primary
61160,female,75,1.0,88,83,83,none
61161,male,81,3.4,44,43,43,postgraduate
61162,female,97,2.9,93,92,95,secondary
61163,male,99,2.7,77,82,84,none
61164,male,93,3.0,31,34,33,graduate
61165,male,93,1.9,34,34,28,postgraduate
61166,male,70,4.0,61,66,67,graduate
61167,male,53,1.9,94,79,64,none
61168,male,91,3.5,72,72,73,primary
61169,female,90,4.4,89,100,100,none
61170,male,85,3.1,91,95,99,primary
61171,male,73,2.3,77,72,69,graduate
61172,female,82,2.6,57,57,54,none
61173,female,54,3.0,34,36,34,none
61174,male,52,1.8,72,65,65,secondary
61175,male,60,3.1,92,84,84,graduate
61176,male,94,3.8,80,91,96,none
61177,female,81,0.9,88,79,77,graduate
61178,male,71,1.4,93,94,91,postgraduate
61179,male,60,2.6,41,37,35,primary
61180,female,87,2.9,38,26,23,primary
61181,female,71,1.8,41,47,56,none
61182,male,53,3.4,54,32,20,secondary
61183,male,88,2.0,47,55,56,postgraduate
61184,female,52,2.1,70,86,93,graduate
61185,male,59,0.5,39,40,33,secondary
61186,female,86,2.0,75,74,73,none
61187,male,68,3.9,44,37,39,postgraduate
61188,female,67,3.1,59,66,65,postgraduate
61189,female,77,2.7,64,67,70,none
61190,female,80,3.0,92,84,82,secondary
61191,female,66,2.4,63,66,64,graduate
61192,female,73,2.2,77,78,80,secondary
61193,male,50,2.6,61,61,60,none
61194,female,54,3.3,49,53,55,primary
61195,male,81,4.6,70,66,65,primary
61196,male,66,3.3,32,41,50,postgraduate
61197,female,70,3.5,93,100,100,secondary
61198,female,90,1.3,78,81,77,primary
61199,male,92,2.0,73,69,66,graduate
61200,male,71,3.3,56,60,64,postgraduate
61201,female,88,2.3,57,58,58,postgraduate
61202,female,88,2.9,91,77,72,graduate
61203,male,83,3.0,40,47,53,none
61204,female,63,2.7,45,51,58,graduate
61205,male,65,3.9,72,70,69,none
61206,female,54,1.0,31,37,43,postgraduate
61207,male,67,4.1,64,73,75,secondary
61208,male,53,2.1,89,90,94,none
61209,female,93,2.3,37,42,42,primary
61210,female,100,3.7,80,81,81,graduate
61211,male,77,2.3,93,86,88,graduate
61212,female,94,4.3,66,70,75,secondary
61213,male,76,3.5,32,37,38,graduate
61214,male,55,2.9,93,80,73,postgraduate
61215,female,60,3.6,59,68,72,primary
61216,female,96,2.9,69,79,86,postgraduate
61217,male,70,2.5,79,77,76,secondary
61218,male,66,1.0,92,90,86,postgraduate
61219,male,80,2.7,78,71,70,none
61220,male,83,2.4,62,58,58,secondary
61221,male,62,3.4,74,71,69,primary
61222,female,72,2.9,57,55,57,graduate
61223,female,50,2.5,63,60,55,secondary
61224,female,53,2.4,61,66,62,postgraduate
61225,female,79,3.3,50,51,45,primary
61226,male,80,1.9,75,76,75,primary
61227,female,96,2.0,87,84,75,primary
61228,female,65,4.3,38,47,51,graduate
61229,female,92,3.4,43,52,56,postgraduate
61230,female,52,4.2,87,94,96,primary
61231,male,61,2.8,63,77,83,graduate
61232,female,61,2.2,35,42,40,none
61233,male,60,2.5,91,92,95,none
61234,male,65,2.5,65,57,50,none
61235,female,78,1.8,67,61,55,graduate
61236,female,70,1.9,73,69,67,postgraduate
61237,male,94,2.6,38,29,28,none
61238,female,93,4.7,78,68,73,primary
61239,male,91,2.5,52,53,55,primary
61240,female,92,4.2,52,61,62,graduate
61241,female,99,1.1,75,67,58,graduate
61242,female,54,1.7,48,55,59,postgraduate
61243,female,62,1.9,58,55,52,graduate
61244,female,66,3.0,36,31,26,primary
61245,female,61,1.3,30,30,31,none
61246,female,66,2.9,40,33,32,none
61247,female,50,3.2,66,70,68,primary
61248,male,57,1.5,93,91,89,primary
61249,male,65,2.1,83,87,84,none
61250,male,64,3.0,68,67,66,none
61251,male,68,1.1,80,86,95,none
61252,female,74,2.8,71,66,64,none
61253,female,80,2.5,55,41,38,secondary
61254,male,91,3.2,54,62,61,graduate
61255,female,51,2.2,92,97,100,secondary
61256,female,74,2.2,60,57,58,none
61257,male,80,2.2,62,59,56,primary
61258,female,53,2.2,34,31,32,primary
61259,male,53,2.9,64,62,61,secondary
61260,female,61,3.2,76,69,66,primary
61261,male,66,2.0,46,37,32,graduate
61262,female,70,2.3,34,32,31,secondary
61263,male,78,2.1,43,39,39,postgraduate
61264,male,71,3.6,93,100,100,graduate
61265,female,85,2.1,41,40,43,none
61266,female,89,3.3,79,85,84,none
61267,female,65,1.1,61,49,46,postgraduate
61268,female,64,2.4,51,54,54,postgraduate
61269,female,79,3.7,34,38,34,graduate
61270,male,95,1.4,54,54,48,graduate
61271,female,100,3.9,64,61,62,secondary
61272,female,60,2.9,63,66,71,postgraduate
61273,male,62,1.5,32,33,35,primary
61274,male,72,1.8,84,84,85,primary
61275,female,89,2.4,86,84,81,graduate
61276,male,90,3.3,38,35,34,secondary
61277,male,83,0.5,74,70,67,graduate
61278,female,69,3.0,35,36,38,secondary
61279,female,51,3.0,63,60,58,primary
61280,female,57,2.4,58,57,57,primary
61281,female,67,3.0,34,25,22,none
61282,male,56,3.3,42,37,36,graduate
61283,male,92,4.2,87,100,100,postgraduate
61284,female,80,2.0,60,61,58,primary
61285,male,71,2.4,93,86,81,graduate
61286,female,77,2.7,36,31,28,primary
61287,female,74,2.3,52,57,64,postgraduate
61288,male,50,3.1,60,51,50,primary
61289,female,81,2.5,67,71,71,postgraduate
61290,male,74,2.5,51,49,52,postgraduate
61291,male,97,1.9,73,69,70,primary
61292,female,65,0.5,53,43,42,none
61293,female,78,2.8,59,51,43,postgraduate
61294,female,91,2.3,65,62,56,postgraduate
61295,female,73,3.1,57,55,55,secondary
61296,female,66,3.2,84,88,94,secondary
61297,male,91,1.8,44,50,52,postgraduate
61298,female,55,4.3,71,77,84,postgraduate
61299,male,63,4.1,84,82,82,none
61300,male,75,2.7,76,79,82,secondary
61301,female,77,3.5,57,51,50,none
61302,male,96,2.9,84,89,94,graduate
61303,female,85,1.7,81,78,79,postgraduate
61304,female,80,3.9,46,46,46,postgraduate
61305,female,76,2.3,93,95,100,graduate
61306,female,51,2.8,84,85,88,none
61307,male,68,1.9,62,57,52,postgraduate
61308,male,77,0.5,50,44,39,postgraduate
61309,female,94,2.4,33,25,25,primary
61310,female,93,2.9,85,77,76,primary
61311,male,70,0.5,37,37,34,postgraduate
61312,male,94,2.6,75,73,67,none
61313,male,64,0.8,60,60,61,none
61314,male,83,5.1,87,98,100,none
61315,male,89,4.3,38,53,53,none
61316,male,52,0.5,32,26,17,graduate
61317,female,50,2.0,39,41,43,none
61318,female,73,3.5,53,45,45,primary
61319,male,92,3.5,58,49,47,postgraduate
61320,female,76,2.4,60,49,39,postgraduate
61321,male,58,3.4,39,20,4,secondary
61322,male,73,2.8,53,56,58,secondary
61323,male,66,2.0,32,28,33,secondary
61324,female,77,1.5,47,50,47,none
61325,female,88,2.6,77,69,61,primary
61326,female,53,2.8,88,86,86,none
61327,male,78,3.8,56,56,53,secondary
61328,male,94,4.1,52,55,51,none
61329,male,77,1.6,76,74,75,none
61330,female,86,3.0,89,87,88,none
61331,female,78,2.1,34,24,22,secondary
61332,male,93,2.7,68,67,67,primary
61333,female,78,3.3,94,93,93,graduate
61334,male,54,1.7,64,59,57,primary
61335,male,60,0.5,38,38,43,postgraduate
61336,female,51,3.1,73,77,77,none
61337,male,53,2.6,79,76,76,postgraduate
61338,female,59,2.5,58,58,59,graduate
61339,male,88,3.4,41,39,35,postgraduate
61340,male,93,2.1,72,86,89,graduate
61341,male,57,3.8,56,58,56,primary
61342,male,72,3.4,58,68,72,graduate
61343,female,76,2.1,82,75,76,graduate
61344,male,72,4.0,48,47,48,primary
61345,female,97,3.6,32,31,37,primary
61346,female,83,1.4,87,96,95,primary
61347,male,84,2.9,37,44,50,postgraduate
61348,male,66,2.5,54,63,63,none
61349,female,96,2.1,65,58,56,primary
61350,female,99,0.7,47,50,54,graduate
61351,male,59,2.2,34,20,14,none
61352,female,51,1.9,30,29,30,graduate
61353,female,66,0.7,56,46,41,secondary
61354,female,80,1.7,92,82,75,postgraduate
61355,male,65,1.1,75,71,62,none
61356,female,73,3.1,43,35,34,secondary
61357,female,56,1.0,85,84,82,primary
61358,female,68,3.2,79,81,81,none
61359,female,65,1.5,88,83,84,secondary
61360,female,82,1.5,87,86,91,postgraduate
61361,male,85,1.9,48,48,51,none
61362,male,94,2.0,33,19,15,postgraduate
61363,male,59,2.2,78,81,86,primary
61364,female,92,2.0,43,44,45,primary
61365,male,100,1.6,54,50,52,none
61366,female,64,1.5,79,78,76,primary
61367,female,92,1.4,58,54,52,primary
61368,male,52,1.8,42,35,34,none
61369,male,51,2.0,77,78,82,postgraduate
61370,female,92,1.9,55,60,61,secondary
61371,male,91,2.5,53,52,50,postgraduate
61372,female,84,3.5,59,54,51,graduate
61373,male,76,2.7,44,47,47,none
61374,female,54,3.0,91,84,80,postgraduate
61375,male,64,0.5,40,46,50,secondary
61376,female,85,2.6,79,83,82,secondary
61377,male,98,2.6,48,51,49,primary
61378,male,82,3.6,69,75,74,graduate
61379,female,50,4.7,36,34,40,graduate
61380,male,61,3.3,43,33,32,secondary
61381,female,91,3.5,77,81,83,graduate
61382,male,90,2.9,33,36,36,postgraduate
61383,female,58,4.0,88,87,82,primary
61384,female,69,2.6,83,83,83,secondary
61385,male,79,2.2,75,76,78,postgraduate
61386,female,63,2.7,48,41,42,primary
61387,male,72,1.6,37,34,37,secondary
61388,female,78,0.5,52,52,53,postgraduate
61389,male,100,1.6,80,82,78,postgraduate
61390,male,91,3.7,94,90,86,graduate
61391,female,84,2.9,58,63,62,primary
61392,male,76,3.8,54,51,49,primary
61393,female,98,2.5,78,68,66,none
61394,female,76,1.6,45,28,15,secondary
61395,male,79,2.6,87,88,86,postgraduate
61396,male,52,1.9,41,44,48,secondary
61397,female,61,2.0,43,48,56,postgraduate
61398,female,96,3.7,64,70,74,secondary
61399,male,80,3.8,43,55,57,postgraduate
61400,female,86,2.0,45,47,48,none
61401,female,76,2.6,50,53,52,secondary
61402,female,96,2.8,79,82,82,graduate
61403,male,73,3.0,33,26,27,graduate
61404,male,97,3.1,87,92,93,graduate
61405,male,90,2.8,53,57,57,secondary
61406,female,89,3.5,36,23,15,none
61407,female,60,2.8,62,69,70,secondary
61408,female,76,1.3,91,93,94,postgraduate
61409,female,58,3.6,79,76,75,secondary
61410,female,65,1.8,60,58,57,secondary
61411,female,63,1.6,56,54,53,graduate
61412,male,96,2.9,56,44,34,postgraduate
61413,female,79,2.6,52,50,51,primary
61414,male,95,3.8,91,98,100,postgraduate
